Company,Company URL,Page URL,Run,Page Category,Analysis Level,Technical Score,Content Score,Authority Score,Quality Score,Global Score,LLM Usage Count,Issues (JSON),Recommendations (JSON),Timestamp
Agryco,https://www.agryco.com/,https://www.agryco.com/pieces-agricoles/moissonneuse---ensileuse/l-equipement-du-moissonneur/pc7595,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:33.689Z
Agryco,https://www.agryco.com/,https://www.agryco.com/search?s=Phytoscolza2025&utm_campaign=actu-phytos-S24-2025&utm_medium=email&utm_source=grliste,1,search_results_error_pages,excluded,0,0,0,0,0,0,[],[],2025-07-07T10:56:33.698Z
Agryco,https://www.agryco.com/,https://www.agryco.com/search?s=gestion-du-stress-thermique,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:33.717Z
Agryco,https://www.agryco.com/,https://www.agryco.com/rampe-de-signalisation-led-magntique-sans-fil-rechargeable/p385857,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""}]","[{""content"":""Add ItemList schema markup for better search visibility"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""}]",2025-07-07T10:56:34.408Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/protection-des-plantes/repulsifs/pc8481,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:34.437Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/protection-des-plantes/adjuvants/pc8482,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:35.793Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/nutrition-bio/complement-alimentaire-bio/pc7881,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:36.891Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/protection-des-plantes/traitement-semences/pc8483,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""}]","[{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""}]",2025-07-07T10:56:37.042Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/protection-des-plantes/pieges-diffuseur-pheromones/pc8486,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""},{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""}]",2025-07-07T10:56:37.331Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/protection-des-plantes/solutions-contre-les-insectes/pc8479,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:38.465Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/hygiene/pc7918,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:38.638Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/protection-des-plantes/pc8007,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:38.888Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/semence-bio/cereales-a-paille-bio/pc7981,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:39.802Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/gammes-bio/soja-bio/pc8092,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:39.886Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/gammes-bio/pc7466,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:41.281Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/nutrition-bio/pc7583,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:42.416Z
Agryco,https://www.agryco.com/,https://www.agryco.com/eco-s-localise-soufre-concentre/p342218,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""},{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""}]",2025-07-07T10:56:42.927Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/protection-des-plantes/solutions-contre-limaces/pc8480,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add comparison table, internal links to achieve excellent score"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""}]",2025-07-07T10:56:43.046Z
Agryco,https://www.agryco.com/,https://www.agryco.com/semences/semences-fourrageres/pc972,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add comparison table to achieve excellent score"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""}]",2025-07-07T10:56:43.473Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/gammes-bio/luzernes-bio/pc8506,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:43.936Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/gammes-bio/semences-cipan-bio/pc7536,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:44.077Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/semences-bio/pc7466,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:44.104Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/engrais-bio/purins-et-macerations/pc8491,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:44.481Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/engrais-bio/pc2860,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:45.529Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/engrais-bio/biostimulants/pc8494,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:47.016Z
Agryco,https://www.agryco.com/,https://www.agryco.com/polysulfate-sk/p345037,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""},{""dimension"":""content"",""severity"":""warning"",""description"":""Definitional content could be clearer and more comprehensive"",""recommendation"":""Improve definition clarity and add more examples"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""}]","[{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Include examples to illustrate concepts"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Link to related terms and concepts"",""ruleId"":""definitional-content"",""ruleCategory"":""content""}]",2025-07-07T10:56:47.747Z
Agryco,https://www.agryco.com/,https://www.agryco.com/patentkali-r/p229398,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""}]","[{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""}]",2025-07-07T10:56:48.112Z
Agryco,https://www.agryco.com/,https://www.agryco.com/kieserite/p211312,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""content"",""severity"":""warning"",""description"":""Definitional content could be clearer and more comprehensive"",""recommendation"":""Improve definition clarity and add more examples"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""},{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Include examples to illustrate concepts"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Link to related terms and concepts"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""}]",2025-07-07T10:56:48.202Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/nutrition-bio/sceau-et-bloc-a-lecher-bio/pc7882,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add comparison table, internal links to achieve excellent score"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""}]",2025-07-07T10:56:48.208Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/engrais-bio/engrais-organiques/pc8487,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:48.796Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/protection-des-plantes/solutions-fongiques/pc8477,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:48.886Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/gammes-bio/mais-bio/pc7535,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:49.307Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/nutrition-bio/matieres-premieres-minerales-bio/pc7883,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:49.711Z
Agryco,https://www.agryco.com/,https://www.agryco.com/promotions,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:50.167Z
Agryco,https://www.agryco.com/,https://www.agryco.com/publi/expemat,1,unknown,full,33,11,0,0,11,0,[],[],2025-07-07T10:56:50.325Z
Agryco,https://www.agryco.com/,https://www.agryco.com/atelier/pc619,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:50.442Z
Agryco,https://www.agryco.com/,https://www.agryco.com/materiel-agricole/pc7635,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:50.798Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/gammes-bio/semences-fourrageres-bio/pc7533,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:51.319Z
Agryco,https://www.agryco.com/,https://www.agryco.com/pieces-agricoles/travail-du-sol/pc2976,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:51.351Z
Agryco,https://www.agryco.com/,https://www.agryco.com/pieces-agricoles/pc2876,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:51.740Z
Agryco,https://www.agryco.com/,https://www.agryco.com/pieces-agricoles/tracteur/pc2879,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:52.272Z
Agryco,https://www.agryco.com/,https://www.agryco.com/pieces-agricoles/pulverisation/pc3023,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:52.342Z
Agryco,https://www.agryco.com/,https://www.agryco.com/elevage/pc392,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:52.791Z
Agryco,https://www.agryco.com/,https://www.agryco.com/pieces-agricoles/moissonneuse---ensileuse/pc2915,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:52.868Z
Agryco,https://www.agryco.com/,https://www.agryco.com/alimentation-animale/pc7283,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:53.400Z
Agryco,https://www.agryco.com/,https://www.agryco.com/publi/bio,1,unknown,full,33,11,0,0,11,0,[],[],2025-07-07T10:56:53.459Z
Agryco,https://www.agryco.com/,https://www.agryco.com/viticulture/pc8654,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:53.966Z
Agryco,https://www.agryco.com/,https://www.agryco.com/publi/prise-de-rendez-vous-commercial,1,unknown,full,33,11,0,0,11,0,[],[],2025-07-07T10:56:54.356Z
Agryco,https://www.agryco.com/,https://www.agryco.com/publi/apad,1,unknown,full,33,11,0,0,11,0,[],[],2025-07-07T10:56:54.955Z
Agryco,https://www.agryco.com/,https://www.agryco.com/phyto/pc2641,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:55.438Z
Agryco,https://www.agryco.com/,https://www.agryco.com/account,1,private_user_account_pages,excluded,0,0,0,0,0,0,[],[],2025-07-07T10:56:55.496Z
Agryco,https://www.agryco.com/,https://www.agryco.com/engrais/pc975,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:55.937Z
Agryco,https://www.agryco.com/,https://www.agryco.com/publi/fin-des-offres-gnr-fioul,1,unknown,full,33,11,0,0,11,0,[],[],2025-07-07T10:56:56.467Z
Agryco,https://www.agryco.com/,https://www.agryco.com/blog,1,blog_category_tag_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:57.739Z
Agryco,https://www.agryco.com/,https://www.agryco.com/publi/le-club,1,unknown,full,33,11,0,0,11,0,[],[],2025-07-07T10:56:58.650Z
Agryco,https://www.agryco.com/,https://www.agryco.com/semences/pc920,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""},{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add ItemList schema markup for better search visibility"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""}]",2025-07-07T10:56:59.194Z
Agryco,https://www.agryco.com/,https://www.agryco.com/panachage-cipan,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""},{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add ItemList schema markup for better search visibility"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""}]",2025-07-07T10:57:00.124Z
Agryco,https://www.agryco.com/,https://www.agryco.com/blog/meteo-agricole,1,blog_post_article,full,33,0,0,0,8,3,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""},{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add ItemList schema markup for better search visibility"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""}]",2025-07-07T10:57:00.169Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/engrais-bio/engrais-foliaires-bio/pc8490,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add comparison table to achieve excellent score"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""}]",2025-07-07T10:57:00.415Z
Agryco,https://www.agryco.com/,https://www.agryco.com/publi/services,1,unknown,full,33,11,0,0,11,0,[],[],2025-07-07T10:57:00.934Z
Agryco,https://www.agryco.com/,https://www.agryco.com/,1,homepage,full,33,11,0,0,11,0,[],[],2025-07-07T10:57:00.944Z
Agryco,https://www.agryco.com/,https://www.agryco.com/agrycohub,1,pillar_page_topic_hub,full,33,11,0,0,11,0,[],[],2025-07-07T10:57:01.701Z
Agryco,https://www.agryco.com/,https://www.agryco.com/engrais-panachage,1,services_features_page,full,33,0,0,0,8,2,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""}]",2025-07-07T10:57:01.702Z
Agryco,https://www.agryco.com/,https://www.agryco.com/contact,1,corporate_contact_pages,partial,33,11,0,0,11,0,[],[],2025-07-07T10:57:01.705Z
Agryco,https://www.agryco.com/,https://www.agryco.com/devis,1,services_features_page,full,33,0,0,0,8,2,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""}]",2025-07-07T10:57:02.810Z
